PK,CCR,GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1078118,16166548,M,W,24,2016-09-04T02:04:00,"WALNUT ST & BELLEFONTE ST PITTSBURGH, PA ",5505 Public Drunkenness,Shadyside,4,703,8,2,-79.93384883,40.45115772
1078119,16166552,F,W,24,2016-09-04T01:45:00,"E CARSON ST & S 15TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98342493,40.42881518
1078120,16166588,M,W,25,2016-09-04T02:55:00,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98642219,40.42874965
1078121,16166630,M,B,20,2016-09-04T05:05:00,"70 Block 22ND ST PITTSBURGH, PA ",473.07 (a) Hours of Parks 0600-2300 hrs.,South Side Flats,2,1609,3,3,-79.97474824,40.42900646
1078122,16166630,F,B,20,2016-09-04T05:05:00,"70 Block 22ND ST PITTSBURGH, PA ",473.07 (a) Hours of Parks 0600-2300 hrs.,South Side Flats,2,1609,3,3,-79.97474824,40.42900646
1078123,16166630,M,B,12,2016-09-04T05:05:00,"70 Block 22ND ST PITTSBURGH, PA ",473.07 (a) Hours of Parks 0600-2300 hrs.,South Side Flats,2,1609,3,3,-79.97474824,40.42900646
1078124,16167059,M,W,22,2016-09-04T21:35:00,"ROBERTO CLEMENTE BRIDGE PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,North Shore,1,2205,,,0,0
1078125,16167059,M,W,22,2016-09-04T21:35:00,"ROBERTO CLEMENTE BRIDGE PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,,,0,0
1078126,16167118,M,W,21,2016-09-04T23:36:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",North Oakland,4,507,8,3,-79.95169208,40.44931132
1078127,16167118,M,W,20,2016-09-04T23:36:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",North Oakland,4,507,8,3,-79.95169208,40.44931132
1078128,16167118,M,W,21,2016-09-04T23:36:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",North Oakland,4,507,8,3,-79.95169208,40.44931132
1078129,16167118,M,W,19,2016-09-04T23:36:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",North Oakland,4,507,8,3,-79.95169208,40.44931132
1078130,16167145,M,B,23,2016-09-05T00:36:00,"20 Block EDITH PL PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",South Oakland,4,409,3,3,-79.95406336,40.43310185
1078131,16167145,M,B,23,2016-09-05T00:36:00,"20 Block EDITH PL PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",South Oakland,4,409,3,3,-79.95406336,40.43310185
1078132,16167389,F,B,38,2016-09-05T12:00:00,"2300 Block PALM BEACH AV PITTSBURGH, PA ",633.02(a) Dog License Required; 3 Months or Older,Beechview,6,1916,4,5,-80.02633377,40.40263208
1078133,16167389,F,B,38,2016-09-05T12:00:00,"2300 Block PALM BEACH AV PITTSBURGH, PA ",633.05 Rabies Vaccination,Beechview,6,1916,4,5,-80.02633377,40.40263208
1078134,16167457,F,B,25,2016-09-05T16:25:00,"NORTH SHORE DR & ART ROONEY AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",North Shore,1,2205,1,6,-80.01355472,40.44529938
1078135,16167670,M,B,23,2016-09-06T00:31:00,"80 Block S 19TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.97928558,40.42904449
1078136,16167688,F,W,29,2016-09-06T01:20:00,"E CARSON ST & S 22ND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1609,3,3,-79.97463884,40.42841285
1078137,16167737,F,W,24,2016-09-06T01:20:00,"E CARSON ST & S 22ND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1609,3,3,-79.97463884,40.42841285
1078138,16168891,M,B,37,2016-09-07T16:49:00,"JAMES ST & EMLIN ST PITTSBURGH, PA ",5505 Public Drunkenness,East Allegheny,1,2304,1,1,-80.00073236,40.45387946
1078139,16168894,F,W,41,2016-09-07T16:39:00,"4900 Block 2ND AV PITTSBURGH, PA ",5505 Public Drunkenness,Hazelwood,4,1515,5,3,-79.9440557,40.40990781
1078140,16169102,M,O,51,2016-09-07T21:50:00,"S 23RD ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1609,3,3,-79.97303682,40.42832013
1078141,16169792,M,W,33,2016-09-08T20:04:00,"1800 Block MERRIMAN ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98031197,40.43095419
1077868,16149121,M,B,60,2016-08-10T16:20:00,"W GENERAL ROBINSON ST & MAZEROSKI WY PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",North Shore,1,2205,1,6,-80.00764779,40.44768921
1077941,16160848,M,A,18,2016-08-27T00:28:00,"BATES ST & SEMPLE ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,405,3,3,-79.95496895,40.43710024
1077942,16160848,M,W,24,2016-08-27T00:28:00,"BATES ST & SEMPLE ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,3,3,-79.95496895,40.43710024
1077943,16160855,M,B,24,2016-08-27T00:45:00,"E CARSON ST & S 15TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98342493,40.42881518
1077944,16160858,F,W,19,2016-08-27T00:48:00,"BAYARD ST & N BELLEFIELD AV PITTSBURGH, PA ",5505 Public Drunkenness,North Oakland,4,403,8,3,-79.95272397,40.44835848
1077945,16160858,F,W,19,2016-08-27T00:48:00,"BAYARD ST & N BELLEFIELD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,403,8,3,-79.95272397,40.44835848
1077946,16160860,M,W,22,2016-08-27T00:58:00,"3200 Block KENNETT SQ PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Oakland,4,409,3,3,-79.96117302,40.43429968
1077947,16160871,M,O,22,2016-08-27T01:03:00,"300 Block N DITHRIDGE ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",North Oakland,4,507,6,3,-79.95384551,40.45170145
1077948,16160871,M,W,20,2016-08-27T01:03:00,"300 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,6,3,-79.95384551,40.45170145
1077949,16160871,M,O,20,2016-08-27T01:03:00,"300 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,6,3,-79.95384551,40.45170145
1077950,16160871,F,O,20,2016-08-27T01:30:00,"300 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,6,3,-79.95384551,40.45170145
1077951,16160901,M,B,32,2016-08-27T01:45:00,"STEVENSON ST & WATSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Bluff,2,103,6,3,-79.98649547,40.43819611
1077952,16160918,M,W,25,2016-08-28T02:09:00,"WARD ST & BLVD OF THE ALLIES PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,406,3,3,-79.95459034,40.43458677
1077953,16161457,M,W,20,2016-08-27T20:05:00,"5300 Block BEELER ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Squirrel Hill North,4,1401,8,3,-79.93367144,40.44536867
1077954,16161551,M,W,27,2016-08-28T00:05:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98342493,40.42881518
1077955,16161562,M,B,22,2016-08-28T00:15:00,"S 17TH ST & E CARSON ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Side Flats,3,1702,3,3,-79.98204758,40.42883493
1077956,16161563,M,B,19,2016-08-28T00:20:00,"300 Block OAKLAND AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.95499045,40.43988746
1077957,16161599,M,B,20,2016-08-28T01:05:00,"OPHELIA ST & JOE HAMMER SQ PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Oakland,4,409,6,3,-79.96207157,40.43462846
1077958,16162144,M,W,22,2016-08-29T00:30:00,"1300 Block WIGHTMAN ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Squirrel Hill North,4,1401,8,3,-79.92799537,40.44408549
1078010,16164384,M,W,48,2016-09-01T00:31:00,"1400 Block LOCUST ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Bluff,2,103,6,3,-79.98545539,40.43603601
1078011,16164830,M,B,48,2016-09-01T17:30:00,"400 Block MARKET ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Golden Triangle/Civic Arena,2,201,6,6,-80.00232247,40.44092956
1078012,16164830,M,B,48,2016-09-01T17:30:00,"400 Block MARKET ST PITTSBURGH, PA ",5505 Public Drunkenness,Golden Triangle/Civic Arena,2,201,6,6,-80.00232247,40.44092956
1078013,16165046,M,W,21,2016-09-01T22:07:00,"FT PITT BL & WOOD ST PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",Golden Triangle/Civic Arena,2,201,6,6,-80.0026255,40.43740364
1078014,16165141,M,W,23,2016-09-02T01:45:00,"300 Block OPHELIA ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Oakland,4,409,6,3,-79.96327428,40.43493959
1078015,16165861,F,W,34,2016-09-03T01:30:00,"1100 Block E WARRINGTON AV PITTSBURGH, PA ",3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,South Side Slopes,3,1706,3,3,-79.98643294,40.42195708
1078021,16083956,M,W,26,2016-05-08T02:15:00,"1700 Block CAREY WY PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98205801,40.42832287
1078022,16083920,M,O,23,2016-05-08T01:17:00,"60 Block S 15TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98365675,40.4293055
1078023,16083961,F,W,22,2016-05-08T02:17:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98343519,40.42855549
1078183,16107663,M,W,55,2016-06-11T01:18:00,"100 Block BAKERY SQUARE BL PITTSBURGH, PA ",5505 Public Drunkenness,East Liberty,5,1115,9,2,-79.91534376,40.45608143
1078184,16167118,M,W,20,2016-09-04T23:36:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Oakland,4,507,8,3,-79.95169208,40.44931132
1078185,16169919,M,W,43,2016-09-04T17:58:00,"4600 Block CARROLL ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Bloomfield,5,903,7,2,-79.94964253,40.46514661
1078186,16169919,M,W,43,2016-09-04T17:58:00,"4600 Block CARROLL ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Bloomfield,5,903,7,2,-79.94964253,40.46514661
1078187,16169939,M,W,23,2016-09-09T00:00:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.98330671,40.42868483
1078188,16169939,M,W,22,2016-09-09T01:50:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.98330671,40.42868483
1078189,16170270,M,B,32,2016-09-09T12:30:00,"100 Block RHINE PL PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Spring Hill-City View,1,2620,1,1,-79.99409859,40.4667862
1078190,16170488,F,B,32,2016-09-09T19:22:00,"500 Block MT PLEASANT RD PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Northview Heights,1,2609,1,1,-80.00096629,40.47865057
1078191,16170661,M,W,21,2016-09-10T00:08:00,"400 Block SEMPLE ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,406,3,3,-79.95499122,40.43692944
1078192,16170681,M,W,21,2016-09-10T00:20:00,"3300 Block PARKVIEW AV PITTSBURGH, PA ",5505 Public Drunkenness,South Oakland,4,409,3,3,-79.9525632,40.43171771
1078193,16170681,M,W,21,2016-09-10T00:20:00,"3300 Block PARKVIEW AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",South Oakland,4,409,3,3,-79.9525632,40.43171771
1078194,16170687,F,O,24,2016-09-10T00:30:00,"5800 Block ELWOOD ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Shadyside,4,705,8,2,-79.9291323,40.45339752
1078195,16170687,F,O,24,2016-09-10T00:30:00,"5800 Block ELWOOD ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Shadyside,4,705,8,2,-79.9291323,40.45339752
1078196,16170687,F,O,23,2016-09-10T00:30:00,"5800 Block ELWOOD ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Shadyside,4,705,8,2,-79.9291323,40.45339752
1078197,16170688,M,B,16,2016-09-10T01:00:00,"1500 Block BRIGHTON PL PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,California-Kirkbride,1,2507,6,1,-80.01651556,40.45651505
1078198,16170718,M,W,20,2016-09-10T01:35:00,"CRAFT AV & FORBES AV PITTSBURGH, PA ",5505 Public Drunkenness,South Oakland,4,409,6,3,-79.96311149,40.43710864
1078199,16170718,M,W,20,2016-09-10T01:35:00,"CRAFT AV & FORBES AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",South Oakland,4,409,6,3,-79.96311149,40.43710864
1078200,16171441,M,B,41,2016-09-10T22:42:00,"900 Block ROSSELLE CT PITTSBURGH, PA ",601.04 (d) (1) Apartment to Apartment 0700-2200 >10 dB(c) 2200-0700 >5dB(c),Glen Hazel,4,1504,5,3,-79.93258364,40.40687377
1078301,16176504,M,W,24,2016-09-18T01:42:00,"S 27TH ST & JANE ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1609,3,3,-79.96789087,40.42538003
1078302,16176438,M,W,20,2016-09-18T00:10:00,"2300 Block DUNSEITH ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",West Oakland,4,402,8,3,-79.96505496,40.44321895
1078303,16176438,M,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,West Oakland,4,402,6,3,-79.9648265,40.44051495
1078201,16171516,M,W,22,2016-09-11T00:30:00,"3200 Block PARKVIEW AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Oakland,4,409,3,3,-79.95371155,40.42941716
1078202,16171516,M,W,21,2016-09-11T00:30:00,"3200 Block PARKVIEW AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Oakland,4,409,3,3,-79.95371155,40.42941716
1078203,16171516,M,W,21,2016-09-11T00:30:00,"3200 Block PARKVIEW AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Oakland,4,409,3,3,-79.95371155,40.42941716
1078204,16171516,M,W,20,2016-09-11T00:30:00,"3200 Block PARKVIEW AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Oakland,4,409,3,3,-79.95371155,40.42941716
1078205,16171677,M,B,23,2016-09-11T05:49:00,"800 Block E WARRINGTON AV PITTSBURGH, PA ",5505 Public Drunkenness,Allentown,3,1803,3,5,-79.99357756,40.42153188
1078206,16150759,M,B,57,2016-08-12T19:20:00,"200 Block 5TH AV PITTSBURGH, PA ",5505 Public Drunkenness,Golden Triangle/Civic Arena,2,201,6,6,-80.00207379,40.44122843
1078207,16150759,M,B,57,2016-08-12T19:20:00,"200 Block 5TH AV PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Golden Triangle/Civic Arena,2,201,6,6,-80.00207379,40.44122843
1078061,16156501,,,,2016-08-20T23:24:00,"1700 Block E CARSON ST PITTSBURGH, PA ",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,South Side Flats,3,1702,3,3,-79.98186901,40.4285852
1078062,16156528,M,W,23,2016-08-21T00:09:00,"1700 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98186901,40.4285852
1078063,16156535,M,W,22,2016-08-21T00:10:00,"1700 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98186901,40.4285852
1078064,16156576,M,O,30,2016-08-21T01:19:00,"1700 Block E CARSON ST PITTSBURGH, PA ",5503 Disorderly Conduct.,South Side Flats,3,1702,3,3,-79.98186901,40.4285852
1078065,16157848,M,W,20,2016-08-22T23:28:00,"S BOUQUET ST & FORBES AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9564383,40.44194883
1078066,16157849,M,W,22,2016-08-22T23:45:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,North Oakland,4,507,8,3,-79.95169208,40.44931132
1077961,16160789,M,W,22,2016-08-26T23:13:00,"DAWSON ST & BLVD OF ALLIES PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,North Oakland,4,507,,,0,0
1077962,16160837,M,W,23,2016-08-27T00:30:00,"S 13TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9853271,40.42877496
1077963,16160842,M,W,21,2016-08-27T00:23:00,"ATWOOD ST & LOUISA ST PITTSBURGH, PA ",601.08 (a) Open Container Law,Central Oakland,4,405,3,3,-79.95588135,40.43969894
1077964,16160848,M,O,18,2016-08-27T00:28:00,"BATES ST & SEMPLE ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.95496895,40.43710024
1077965,16029759,M,W,19,2016-02-10T16:00:00,"1300 Block BREINING ST PITTSBURGH, PA ",5511(c)(1) CRUELTY TO ANIMALS,Brookline,6,1918,4,5,-80.01069873,40.39119819
1077966,16035604,M,B,24,2016-02-27T00:35:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98342493,40.42881518
1077967,16035633,M,W,21,2016-02-27T01:15:00,"E CARSON ST & S 14TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98414574,40.42879918
1078041,16140911,,,,2016-07-29T18:35:00,"900 Block PENN AV PITTSBURGH, PA ",548.03(c) Valet parking operator shall park patrons' vehicles in off-street parking spaces,Golden Triangle/Civic Arena,2,201,6,6,-79.99804356,40.4436107
1078401,16165082,M,W,21,2016-09-02T00:30:00,"LIBERTY AV & 7TH ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Golden Triangle/Civic Arena,2,201,6,6,-79.99989057,40.44243728
1078402,16165803,M,W,22,2016-09-03T00:03:00,"300 Block MCKEE PL PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,405,3,3,-79.95771857,40.43830859
1078403,16165853,M,W,21,2016-09-03T01:17:00,"BATES ST & SEMPLE ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,405,3,3,-79.95496895,40.43710024
1078404,16166579,M,B,54,2016-09-04T02:50:00,"1100 Block REEDSDALE ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Chateau,2,2108,6,6,-80.02018144,40.44779121
1078405,16166789,M,B,64,2016-09-04T13:38:00,"MARKET SQUARE PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Golden Triangle/Civic Arena,2,201,,,0,0
1078406,16166289,M,B,64,2016-09-14T13:45:00,"MARKET SQUARE PITTSBURGH, PA ",5505 Public Drunkenness,,2,,,,0,0
1078407,16175743,F,B,31,2016-09-17T00:30:00,"2400 Block BRACEY DR PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",East Hills,5,1306,9,2,-79.86793553,40.45553846
1078408,16175811,M,W,23,2016-09-17T01:50:00,"WRIGHT WY & S 17TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98199715,40.42931986
1078409,16175840,M,O,22,2016-09-17T02:20:00,"300 Block MEYRAN AV PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Central Oakland,4,405,3,3,-79.95670299,40.43894379
1078410,16175844,M,B,25,2016-09-17T02:00:00,"1200 Block E CARSON ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,South Side Flats,3,1702,3,3,-79.98638716,40.42869554
1078411,16176438,F,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,West Oakland,4,402,6,3,-79.9648265,40.44051495
1078412,16176438,F,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",West Oakland,4,402,6,3,-79.9648265,40.44051495
1078413,16176438,M,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",West Oakland,4,402,6,3,-79.9648265,40.44051495
1078414,16176438,M,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,West Oakland,4,402,6,3,-79.9648265,40.44051495
1078415,16176438,M,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,West Oakland,4,402,6,3,-79.9648265,40.44051495
1078416,16176438,M,W,20,2016-09-18T00:10:00,"200 Block DUNSEITH ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",West Oakland,4,402,6,3,-79.9648265,40.44051495
1077870,16155652,F,W,56,2016-08-19T19:00:00,"4700 Block LIBERTY AV PITTSBURGH, PA ",5511.E TRANSPORT ANIMAL CRUEL MANNER,Bloomfield,5,802,7,2,-79.94990411,40.46203965
1077871,16156118,M,W,38,2016-08-20T11:55:00,"200 Block FORBES AV PITTSBURGH, PA ",5511(c)(1) CRUELTY TO ANIMALS,Golden Triangle/Civic Arena,2,201,6,6,-80.0021799,40.44052406
1077872,16156200,M,B,23,2016-08-20T14:25:00,"LINCOLN AV & MAYFLOWER ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Larimer,5,1208,9,2,-79.91191542,40.46063881
1077873,16156200,M,B,20,2016-08-20T14:20:00,"LINCOLN AV & MAYFLOWER ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Larimer,5,1208,9,2,-79.91191542,40.46063881
1077874,16156593,M,B,23,2016-08-21T01:25:00,"300 Block SEMPLE ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,405,3,3,-79.95709363,40.43873757
1077875,16156625,F,W,21,2016-08-21T01:45:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,3,3,-79.95688887,40.44042041
